"grid_id","lon","lat","x_km","y_km","n_days","mean_tmax","std_tmax","cv_tmax","mean_tmax_z","cv_tmax_z","std_tmax_z","pred_intensity_x1e6_baseline","pred_intensity_x1e6_variant1","pred_intensity_x1e6_variant2","pred_intensity_x1e6_variant3"
604,23.5,22.5,-2194.50331854007,-423.356555155252,15738,35.0454822189548,3.40443565753463,0.0971433532078294,0.728005768475324,-0.583855204025409,-0.40714057454164,48.4155461179155,47.9917939036937,41.3836412387795,48.0130695213025
605,24.5,22.5,-2094.1819428782,-440.26681940142,15738,35.1967214949629,3.33968059776282,0.0948861273411721,0.753328020478178,-0.612443629687802,-0.44424195752516,48.5514153666824,47.8769415534486,41.5690288047475,47.9217272641368
606,25.5,22.5,-1993.60978638882,-456.36497534112,15738,34.095283846068,3.26304898735784,0.0957038223259767,0.568912421257373,-0.602087283593729,-0.488148004964508,43.4828458000245,42.6158599263528,40.8397629410413,42.6546065700596
607,26.5,22.5,-1892.79932729313,-471.652044146317,15738,34.1270882135911,3.3913593084014,0.0993744115283412,0.574237481191985,-0.5555981979869,-0.414632663019789,42.4369213885525,42.0542380082734,39.3064560336458,42.0598207463097
608,27.5,22.5,-1791.76300568279,-486.128991540406,15738,35.3114821232476,3.55826706625529,0.100767989682106,0.772542589776141,-0.537948123157372,-0.319002936649694,45.8829018179041,46.0899975297287,38.4568831820695,46.0743147005717
609,28.5,22.5,-1690.51322583357,-499.796728468181,15738,36.0740453539756,3.6260405082209,0.100516603354031,0.900219862547387,-0.541132004513189,-0.280172172917286,48.1288574632953,48.6104790473987,38.0745521401899,48.5914801788542
610,29.5,22.5,-1589.06235846052,-512.656111732123,15738,37.0011401107978,3.61600592793362,0.0977268786071375,1.05544493160633,-0.576464684207851,-0.285921481274486,51.5587728741481,52.0423086949068,38.3922249132882,52.0487883325589
611,30.5,22.5,-1487.42274291851,-524.707944594681,15738,37.4213123040363,3.60585416897481,0.0963583035164128,1.1257950843088,-0.593798087932541,-0.29173792709995,52.7359432594656,53.2042200131871,38.3179279349125,53.2255529639022
612,31.5,22.5,-1385.6066893515,-535.95297734628,15738,37.8597010167585,3.50689152848865,0.0926286112755178,1.19919526018749,-0.641035730805353,-0.348438528391579,54.3935850086429,54.4823273536746,38.9003593659961,54.5500966479484
613,32.5,22.5,-1283.62648079422,-546.391907838797,15738,37.9397822257781,3.39881713312686,0.0895845187750587,1.2126033946947,-0.679590052481499,-0.410359705627144,54.3486572835801,54.0010745655636,39.2969223261501,54.1077249363291
614,33.5,22.5,-1181.49437522955,-556.025381984284,15738,38.6014234757602,3.25528969579815,0.0843308200238344,1.32338312671772,-0.746129683459768,-0.492593687647082,57.3603866096966,56.433433614829,40.3349879654774,56.6143350646809
615,34.5,22.5,-1079.222607605,-564.853994218752,15738,38.262213207288,3.09895599356952,0.0809925964496806,1.26658856827412,-0.788409261194482,-0.58216501350262,55.3972344079618,53.8406001610517,40.8326726047132,54.0582768902764
616,35.5,22.5,-976.823391811557,-572.878287930841,15738,36.8108380634367,3.18895856602397,0.0866309688610834,1.02358233263648,-0.716997625823236,-0.530598079244486,47.5213658699728,46.4218849247436,38.7460275740212,46.5519372773189
617,36.5,22.5,-874.308922628105,-580.098755855219,15738,33.8721355216932,3.00465226203556,0.088705722735174,0.531550313655567,-0.690720261305418,-0.636196294961484,36.3994096508268,34.9579584527619,37.7228552917261,35.0481960484965
618,37.5,22.5,-771.691377634632,-586.515840430595,15738,29.4987824765166,2.20559239019718,0.0747689295974508,-0.200687705663647,-0.86723382181143,-1.09401729669179,25.9246272283534,23.1026567423406,41.2207102148093,23.2309289407703
619,38.5,22.5,-668.982919097304,-592.129934122208,15738,29.5888951889728,2.06971273460571,0.0699489697532557,-0.185599979289201,-0.928280022697631,-1.17186948553282,26.0589278109764,22.9195027553476,42.1774956643398,23.0677197776731
620,39.5,22.5,-566.195695828497,-596.941379708725,15738,37.143398428042,2.67179132928597,0.0719317952142164,1.07926348624268,-0.90316695841394,-0.826908819816098,47.7615461397354,44.8531973229816,41.0909327474821,45.1346585573484
621,40.5,22.5,-463.341845024822,-600.95047053343,15738,36.3165277410059,3.16496323799141,0.0871493899571728,0.940819105500044,-0.710431671043834,-0.544346191875197,41.9697799208418,40.9346490727676,36.3891576856094,41.0487756146675
622,41.5,22.5,-360.43349408615,-604.157450719667,15738,37.6870331764827,3.35351821825928,0.0889833434899282,1.17028518682785,-0.687204113264203,-0.436313698954648,46.0263558699526,45.6293642755039,35.4897830110062,45.7327533186071
